"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"0";"";""
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"1";"What breaks the gloomy sky isn't the sunlight";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"2";"Seven Colors";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"3";"Everything will freeze";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"4";"Haul me up";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"5";"Evil But Innocent";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"6";"Bloodthirsty Nightmare Lullaby";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"7";"The Empress";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"8";"Seven Colors scream off ver.";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"9";"The Empress scream off ver";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"10";"What breaks the gloomy sky isn't the sunlight (instrumental)";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"11";"Seven Colors (instrumental)";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"12";"Everything will freeze (instrumental)";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"13";"Haul me up (instrumental)";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"14";"Evil But Innocent (instrumental)";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"15";"Bloodthirsty Nightmare Lullaby (instrumental)";"パインツリー"
"2013-08-12";"ANCO-0009";"Death Metal";"暴君";"16";"The Empress (instrumental)";"パインツリー"
