"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"0";"";""
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"1";"欲深き霊魂 ～ Introduction";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"2";"プラスチックマインド ～ Alice in Underground";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"3";"リジッドパラダイス ～ Dawn of the Dead";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"4";"恋色マスタースパーク ～ Final Sorcery";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"5";"U.N.オーエンは彼女なのか？";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"6";"メイガスナイト ～ Frenzy Night";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"7";"デザイアドライブ ～ Desire Dream";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"8";"Endless ～ The Endless Deadly Sins";"徳南，九宝時"
"2011-12-30";"DECD-0007";"Instrumental";"BEGIERDE DES ZAUBERER";"9";"Strawberry Crisis !!!!!!";"徳南，九宝時"
