"2016-12-29";"RDWL-0023";"Vocal";"伝";"0";"";""
"2016-12-29";"RDWL-0023";"Vocal";"伝";"1";"「幻想萬歳楽」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"2";"初番目物　「龍人秘抄」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"3";"狂言「九十九星降」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"4";"二番目物　「祟神」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"5";"狂言「夜聞」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"6";"	三番目物「花ノ天使」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"7";"狂言「波鼓」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"8";"四番目物「奈落唱」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"9";"狂言「跳ね玉兎」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"10";"五番目物「鬼顧」";"RD-Sounds"
"2016-12-29";"RDWL-0023";"Vocal";"伝";"11";"「心綺楼」";"RD-Sounds"
