"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"0";"";""
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"1";"もし、空が晴れるなら";"Bizen"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"2";"faraway country";"鯛の小骨"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"3";"Jam from memories of winter";"ぴーえー"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"4";"Perfect Day Dream";"ししまい三号"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"5";"暖色系アリス";"koutaq"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"6";"風の都";"Bizen"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"7";"無何有の郷 (KiRa Remix)";"Coro"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"8";"NaTuLaL AGeNcY";"すみじゅん"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"9";"Below Between Beyond";"Ludo"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"10";"Sky Garden";"takayan"
"2010-12-30";"DDBY-0001";"Jazz";"Cafe de Touhou";"11";"Lotus";"KA=YA"
