"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"0";"";""
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"1";"Vintage Girl";"Bizen"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"2";"Blue magic preset";"ぴーえー"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"3";"theo";"Ginrei"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"4";"キマグレな日曜日";"なきゃむりゃ"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"5";"星の交差点";"鯛の小骨"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"6";"ラクトガール ～ 少女密室";"オレジナルP"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"7";"Scarlet Tea Party";"tanigon"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"8";"雨のち七色";"koutaq"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"9";"夜のアリス";"Noah"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"10";"Sorrow of the night";"KA=YA"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"11";"Slow night";"takayan"
"2011-12-30";"DDBY-0003";"Jazz";"Cafe de Touhou 3";"12";"Forevermore";"F（人物）"
