"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"0";"";""
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"1";"Seaside";"Bizen"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"2";"unknown.your smile";"ぴーえー"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"3";"濡れた素肌に";"ししまい三号"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"4";"かんぱんバカンス";"鯛の小骨"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"5";"Romance for you";"ひろさわけんぢ"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"6";"Skyscraper of Horizon";"OdiakeS"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"7";"Prime Star";"KA=YA"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"8";"流星階段";"Bizen"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"9";"SEAMOON";"Noah"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"10";"Old under the sun";"takayan"
"2011-08-13";"DDBY-0002";"Jazz";"Cafe de Touhou 2";"11";"Blue Wings";"F（人物）"
