"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"0";"";""
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"1";"心晴れ晴れ";"F"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"2";"幸せをありがとう";"さば夫"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"3";"未来切手";"かけやん"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"4";"少しはまだ悲しいけれど";"小林卓史"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"5";"風のたより";"corico"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"6";"君と行く明日";"ARA"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"7";"時の流れに身をまかせ";"清水嶺"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"8";"駅までは同じ帰り道";"備前"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"9";"四つ葉のクローバー";"白田将悟"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"10";"元気をだして";"100-200+tanigon"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"11";"さがしてた忘れ物";"OdiakeS"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"12";"夜明けに二人";"浜田山ミュージックラボ"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"13";"ドラマティックに恋して";"白木滉平"
"2019-05-05";"DDBY-0005";"Jazz";"夜カフェ";"14";"ウィンクでさよなら";"鳥居一平"
